source	target	weight
h1SMcG0021565	h1SMcG0020403	0.7859295
h1SMcG0008373	h1SMcG0008223	0.7859297
h1SMcG0007041	h1SMcG0003104	0.78592974
h1SMcG0019068	h1SMcG0017674	0.7859301
h1SMcG0011844	h1SMcG0016055	0.78593063
h1SMcG0015626	h1SMcG0019827	0.7859322
h1SMcG0016838	h1SMcG0019827	0.7859322
h1SMcG0007933	h1SMcG0015577	0.7859322
h1SMcG0009867	h1SMnG0002835	0.7859324
h1SMcG0008401	h1SMcG0010492	0.78593254
h1SMcG0016868	h1SMcG0011040	0.7859326
h1SMcG0008373	h1SMcG0008373	0.7859331
h1SMcG0000803	h1SMcG0014156	0.7859332
h1SMcG0009867	h1SMnG0024706	0.7859334
h1SMcG0011844	h1SMnG0014177	0.78593385
h1SMcG0010707	h1SMcG0020248	0.785934
h1SMcG0019799	h1SMnG0033370	0.7859342
h1SMcG0011535	h1SMnG0027915	0.7859343
h1SMcG0006886	h1SMcG0016014	0.7859343
h1SMcG0010990	h1SMcG0006407	0.78593457
h1SMcG0001396	h1SMcG0002580	0.78593475
h1SMcG0006375	h1SMcG0007465	0.7859348
h1SMcG0006347	h1SMcG0016997	0.78593504
h1SMcG0006635	h1SMcG0021943	0.78593576
h1SMcG0020191	h1SMcG0006338	0.78593576
h1SMcG0002143	h1SMcG0007388	0.78593606
h1SMcG0008408	h1SMcG0007190	0.7859364
h1SMcG0011943	h1SMcG0007554	0.7859365
h1SMcG0004695	h1SMcG0007442	0.7859365
h1SMcG0008441	h1SMnG0021014	0.7859368
h1SMcG0023128	h1SMcG0016765	0.7859369
h1SMcG0006635	h1SMnG0030354	0.78593695
h1SMcG0001396	h1SMnG0018309	0.7859374
h1SMcG0021045	h1SMcG0018293	0.78593755
h1SMcG0011844	h1SMcG0008078	0.7859376
h1SMcG0011535	h1SMcG0006788	0.7859378
h1SMcG0018146	h1SMcG0009192	0.78593785
h1SMcG0013730	h1SMcG0013725	0.7859384
h1SMcG0006635	h1SMcG0008856	0.7859386
h1SMcG0000285	h1SMcG0023145	0.7859389
h1SMcG0009867	h1SMnG0007323	0.7859403
h1SMcG0008441	h1SMnG0004392	0.7859406
h1SMcG0022892	h1SMcG0016997	0.7859418
h1SMcG0000524	h1SMcG0007346	0.7859421
h1SMcG0016868	h1SMcG0005050	0.7859422
h1SMcG0020191	h1SMcG0018374	0.7859426
h1SMcG0006886	h1SMnG0022052	0.78594273
h1SMcG0019068	h1SMcG0014196	0.78594273
h1SMcG0009867	h1SMcG0014938	0.7859428
h1SMcG0008441	h1SMcG0017958	0.78594387
h1SMcG0016896	h1SMcG0021179	0.78594434
h1SMcG0019068	h1SMnG0032965	0.7859444
h1SMcG0010789	h1SMcG0018078	0.7859449
h1SMcG0004695	h1SMnG0024868	0.7859451
h1SMcG0003298	h1SMcG0015107	0.78594553
h1SMcG0011535	h1SMcG0014044	0.7859459
h1SMcG0008441	h1SMcG0019289	0.785946
h1SMcG0006281	h1SMnG0001762	0.78594714
h1SMcG0006281	h1SMcG0013669	0.785948
h1SMcG0015626	h1SMcG0009919	0.7859481
h1SMcG0016838	h1SMcG0009919	0.7859481
h1SMcG0003132	h1SMcG0008125	0.7859486
h1SMcG0023033	h1SMcG0008125	0.7859486
h1SMcG0006635	h1SMcG0010736	0.78594863
h1SMcG0020709	h1SMcG0002047	0.7859487
h1SMcG0010990	h1SMcG0012041	0.785949
h1SMcG0001396	h1SMcG0019521	0.78594905
h1SMcG0004695	h1SMcG0015761	0.7859492
h1SMcG0011744	h1SMcG0018677	0.78594935
h1SMcG0011943	h1SMcG0020589	0.7859496
h1SMcG0007041	h1SMcG0004444	0.7859501
h1SMcG0015626	h1SMcG0017075	0.7859507
h1SMcG0016838	h1SMcG0017075	0.7859507
