source	target	weight
h1SMcG0009116	h1SMcG0020491	0.7899012
h1SMcG0004687	h1SMcG0010609	0.7899013
h1SMcG0016703	h1SMcG0009686	0.7899013
h1SMcG0021565	h1SMcG0009919	0.7899014
h1SMcG0001531	h1SMcG0017871	0.7899014
h1SMcG0012678	h1SMcG0012015	0.78990185
h1SMcG0020810	h1SMnG0003527	0.789902
h1SMcG0020741	h1SMnG0015208	0.789902
h1SMcG0011844	h1SMnG0004253	0.7899024
h1SMcG0000548	h1SMnG0026436	0.7899025
h1SMcG0005257	h1SMnG0013150	0.7899028
h1SMcG0002143	h1SMcG0004439	0.78990304
h1SMcG0009963	h1SMcG0009209	0.7899032
h1SMcG0012678	h1SMnG0028197	0.7899039
h1SMcG0002143	h1SMcG0021075	0.7899049
h1SMcG0008441	h1SMcG0013722	0.78990495
h1SMcG0007041	h1SMcG0010783	0.78990495
h1SMcG0006261	h1SMcG0013939	0.7899053
h1SMcG0008441	h1SMnG0033523	0.78990537
h1SMcG0001396	h1SMnG0026652	0.7899062
h1SMcG0016703	h1SMcG0018668	0.78990626
h1SMcG0001396	h1SMcG0002307	0.7899067
h1SMcG0013730	h1SMcG0001991	0.78990686
h1SMcG0006347	h1SMcG0018968	0.7899074
h1SMcG0006261	h1SMcG0015194	0.7899079
h1SMcG0020709	h1SMcG0020649	0.78990805
h1SMcG0006886	h1SMcG0020094	0.7899081
h1SMcG0001396	h1SMnG0028970	0.7899082
h1SMcG0011844	h1SMcG0018401	0.78990823
h1SMcG0018146	h1SMcG0017152	0.78990835
h1SMcG0016838	h1SMnG0019810	0.7899086
h1SMcG0020191	h1SMcG0008637	0.789909
h1SMcG0011943	h1SMcG0008546	0.78990936
h1SMcG0001931	h1SMcG0009643	0.7899096
h1SMcG0003437	h1SMcG0011318	0.78990984
h1SMcG0016838	h1SMnG0011906	0.7899103
h1SMcG0011535	h1SMnG0025819	0.78991073
h1SMcG0004695	h1SMnG0032886	0.7899109
h1SMcG0002143	h1SMcG0017538	0.7899109
h1SMcG0004695	h1SMcG0003627	0.78991103
h1SMcG0009963	h1SMnG0014368	0.7899111
h1SMcG0001396	h1SMcG0009888	0.7899112
h1SMcG0012022	h1SMcG0020247	0.7899114
h1SMcG0013742	h1SMcG0015058	0.7899115
h1SMcG0000978	h1SMnG0032445	0.7899118
h1SMcG0017675	h1SMcG0014676	0.7899118
h1SMcG0012769	h1SMcG0004437	0.7899118
h1SMcG0008373	h1SMcG0004702	0.78991187
h1SMcG0021565	h1SMcG0001931	0.789912
h1SMcG0011943	h1SMnG0021088	0.78991216
h1SMcG0016838	h1SMcG0002525	0.78991246
h1SMcG0009116	h1SMcG0001994	0.7899125
h1SMcG0013742	h1SMnG0015369	0.78991264
h1SMcG0012543	h1SMcG0004449	0.789913
h1SMcG0011844	h1SMcG0003784	0.7899134
h1SMcG0014619	h1SMcG0005340	0.78991354
h1SMcG0016838	h1SMcG0007050	0.7899136
h1SMcG0000548	h1SMnG0032297	0.789914
h1SMcG0010623	h1SMcG0017871	0.78991425
h1SMcG0023128	h1SMcG0012829	0.78991425
h1SMcG0015572	h1SMcG0020718	0.7899144
h1SMcG0007933	h1SMcG0019972	0.78991455
h1SMcG0006886	h1SMnG0021276	0.7899154
h1SMcG0011943	h1SMcG0014784	0.7899167
h1SMcG0021565	h1SMcG0015377	0.7899167
h1SMcG0013158	h1SMnG0014102	0.78991705
h1SMcG0020721	h1SMcG0020794	0.789918
h1SMcG0016838	h1SMcG0015901	0.789918
h1SMcG0011744	h1SMcG0009520	0.78991824
h1SMcG0018400	h1SMcG0003405	0.78991824
h1SMcG0011844	h1SMcG0011972	0.7899188
h1SMcG0012543	h1SMcG0016012	0.78991896
h1SMcG0004687	h1SMcG0015777	0.78991914
h1SMcG0020721	h1SMcG0009037	0.7899192
h1SMcG0015572	h1SMcG0006269	0.78991985
h1SMcG0003736	h1SMcG0002424	0.7899199
h1SMcG0016838	h1SMcG0009323	0.7899202
h1SMcG0005257	h1SMcG0017506	0.78992045
h1SMcG0000978	h1SMcG0009530	0.7899205
h1SMcG0020191	h1SMcG0010439	0.78992116
h1SMcG0016703	h1SMcG0015308	0.78992164
h1SMcG0016838	h1SMcG0009926	0.7899225
h1SMcG0015621	h1SMnG0016171	0.78992254
h1SMcG0013742	h1SMnG0009793	0.7899226
h1SMcG0004687	h1SMcG0019969	0.78992313
h1SMcG0022711	h1SMcG0017484	0.78992325
h1SMcG0004352	h1SMcG0000031	0.7899235
h1SMcG0003437	h1SMcG0010600	0.78992355
h1SMcG0020741	h1SMnG0002708	0.78992474
h1SMcG0021565	h1SMnG0032297	0.78992504
h1SMcG0011844	h1SMcG0013480	0.7899253
h1SMcG0011292	h1SMcG0011945	0.78992534
h1SMcG0004695	h1SMcG0017066	0.78992546
h1SMcG0021040	h1SMcG0021236	0.7899256
