source	target	weight
h1SMcG0012543	h1SMnG0003878	0.79023105
h1SMcG0011016	h1SMcG0000029	0.7902315
h1SMcG0010603	h1SMcG0014655	0.7902316
h1SMcG0020557	h1SMnG0008922	0.79023206
h1SMcG0003132	h1SMcG0020254	0.7902324
h1SMcG0006426	h1SMcG0010085	0.790233
h1SMcG0001531	h1SMcG0013393	0.7902331
h1SMcG0011844	h1SMnG0030137	0.7902332
h1SMcG0021295	h1SMnG0015347	0.7902333
h1SMcG0001020	h1SMcG0020846	0.7902333
h1SMcG0003793	h1SMnG0009800	0.79023373
h1SMcG0011535	h1SMcG0017125	0.7902346
h1SMcG0012645	h1SMcG0020539	0.79023486
h1SMcG0002143	h1SMcG0015007	0.790235
h1SMcG0003132	h1SMcG0014084	0.79023504
h1SMcG0006347	h1SMcG0013705	0.79023516
h1SMcG0021180	h1SMcG0015913	0.7902356
h1SMcG0021040	h1SMnG0029245	0.79023606
h1SMcG0001060	h1SMnG0004237	0.79023623
h1SMcG0012645	h1SMcG0014749	0.7902366
h1SMcG0003759	h1SMcG0005085	0.79023755
h1SMcG0001060	h1SMcG0017856	0.7902376
h1SMcG0007041	h1SMcG0015745	0.7902377
h1SMcG0010220	h1SMcG0022538	0.7902378
h1SMcG0011844	h1SMnG0014717	0.79023814
h1SMcG0003298	h1SMcG0022497	0.7902382
h1SMcG0006679	h1SMcG0003633	0.7902383
h1SMcG0003759	h1SMcG0020762	0.7902383
h1SMcG0021916	h1SMcG0022629	0.7902389
h1SMcG0003861	h1SMnG0032852	0.790239
h1SMcG0011535	h1SMcG0013677	0.790239
h1SMcG0010603	h1SMnG0015496	0.790239
h1SMcG0020492	h1SMcG0007215	0.790239
h1SMcG0002143	h1SMnG0030665	0.7902393
h1SMcG0011016	h1SMcG0005224	0.79023993
h1SMcG0010190	h1SMnG0013036	0.7902402
h1SMcG0005292	h1SMcG0002485	0.79024035
h1SMcG0003759	h1SMcG0007060	0.79024094
h1SMcG0001531	h1SMnG0019315	0.79024154
h1SMcG0011535	h1SMnG0025400	0.79024166
h1SMcG0003132	h1SMcG0012293	0.7902418
h1SMcG0018872	h1SMnG0034599	0.7902419
h1SMcG0001554	h1SMcG0011857	0.7902421
h1SMcG0008373	h1SMcG0005929	0.79024214
h1SMcG0003298	h1SMcG0016534	0.79024243
h1SMcG0000524	h1SMcG0006869	0.7902426
h1SMcG0016896	h1SMcG0022547	0.7902426
h1SMcG0020456	h1SMcG0016471	0.7902434
h1SMcG0003759	h1SMnG0028504	0.7902435
h1SMcG0000524	h1SMcG0022456	0.7902436
h1SMcG0021724	h1SMcG0020718	0.79024386
h1SMcG0006281	h1SMcG0013610	0.79024416
h1SMcG0003759	h1SMnG0027107	0.7902442
h1SMcG0009963	h1SMcG0010564	0.79024446
h1SMcG0008373	h1SMnG0027926	0.7902445
h1SMcG0004476	h1SMnG0015805	0.7902452
h1SMcG0016703	h1SMcG0022338	0.7902453
h1SMcG0016956	h1SMcG0008840	0.79024535
h1SMcG0021040	h1SMnG0032589	0.7902454
h1SMcG0003793	h1SMcG0021025	0.7902455
h1SMcG0021271	h1SMcG0006170	0.7902458
h1SMcG0001531	h1SMnG0003112	0.7902461
h1SMcG0006375	h1SMnG0034381	0.7902463
h1SMcG0021724	h1SMcG0022069	0.79024637
h1SMcG0021266	h1SMcG0013010	0.7902465
h1SMcG0003298	h1SMnG0034801	0.7902471
h1SMcG0016896	h1SMcG0002134	0.7902474
h1SMcG0003759	h1SMcG0012894	0.79024756
h1SMcG0021724	h1SMcG0022545	0.7902476
h1SMcG0003793	h1SMcG0007586	0.79024774
h1SMcG0003132	h1SMnG0016342	0.79024774
h1SMcG0023128	h1SMcG0013552	0.7902478
h1SMcG0010603	h1SMcG0009991	0.7902483
h1SMcG0006679	h1SMcG0020736	0.79024845
h1SMcG0021295	h1SMcG0016750	0.79024893
h1SMcG0021180	h1SMcG0020953	0.79024905
h1SMcG0000285	h1SMnG0031347	0.79024947
h1SMcG0006886	h1SMcG0017276	0.7902495
h1SMcG0007933	h1SMcG0021986	0.7902496
h1SMcG0006261	h1SMcG0016766	0.79025024
h1SMcG0001531	h1SMcG0007473	0.79025024
h1SMcG0010603	h1SMcG0019846	0.7902509
h1SMcG0011535	h1SMcG0008945	0.790251
h1SMcG0006281	h1SMnG0032864	0.7902512
h1SMcG0006886	h1SMnG0032045	0.79025126
h1SMcG0010690	h1SMcG0010913	0.7902514
h1SMcG0012678	h1SMcG0009301	0.79025143
h1SMcG0016730	h1SMcG0015551	0.7902526
h1SMcG0003685	h1SMcG0009230	0.7902526
h1SMcG0016703	h1SMcG0011466	0.7902527
h1SMcG0010190	h1SMcG0014126	0.7902531
h1SMcG0009369	h1SMcG0017754	0.79025394
h1SMcG0003759	h1SMnG0028158	0.79025394
h1SMcG0000282	h1SMcG0021980	0.7902544
