source	target	weight
h1SMcG0002381	h1SMcG0002149	0.7931488
h1SMcG0000524	h1SMcG0020434	0.79314923
h1SMcG0015283	h1SMcG0014304	0.79315037
h1SMcG0006261	h1SMcG0019864	0.79315037
h1SMcG0003793	h1SMnG0031076	0.79315054
h1SMcG0007933	h1SMcG0020156	0.7931509
h1SMcG0010990	h1SMnG0027478	0.7931514
h1SMcG0007933	h1SMcG0021942	0.7931514
h1SMcG0009963	h1SMcG0001903	0.7931519
h1SMcG0023128	h1SMnG0014718	0.7931525
h1SMcG0020741	h1SMcG0000274	0.7931525
h1SMcG0010789	h1SMcG0014359	0.7931526
h1SMcG0000282	h1SMnG0010625	0.7931533
h1SMcG0008373	h1SMcG0007202	0.79315335
h1SMcG0000524	h1SMcG0018700	0.7931536
h1SMcG0020709	h1SMcG0018242	0.79315364
h1SMcG0010190	h1SMcG0009675	0.79315364
h1SMcG0021040	h1SMcG0015409	0.79315406
h1SMcG0013730	h1SMcG0018595	0.7931545
h1SMcG0000803	h1SMcG0015668	0.79315454
h1SMcG0006426	h1SMnG0033373	0.79315454
h1SMcG0017675	h1SMcG0004093	0.79315466
h1SMcG0023128	h1SMcG0010688	0.7931552
h1SMcG0000079	h1SMcG0022320	0.7931555
h1SMcG0015294	h1SMcG0001291	0.7931557
h1SMcG0015294	h1SMnG0014380	0.79315615
h1SMcG0012678	h1SMnG0021315	0.7931576
h1SMcG0005728	h1SMcG0021179	0.79315794
h1SMcG0013730	h1SMnG0004450	0.7931586
h1SMcG0004352	h1SMcG0019431	0.79315865
h1SMcG0020741	h1SMnG0004269	0.79315877
h1SMcG0000282	h1SMnG0004253	0.7931589
h1SMcG0005320	h1SMcG0020757	0.7931593
h1SMcG0000282	h1SMcG0017852	0.79315966
h1SMcG0018872	h1SMcG0003770	0.79315984
h1SMcG0000761	h1SMcG0021258	0.7931601
h1SMcG0002143	h1SMnG0017665	0.79316056
h1SMcG0006347	h1SMnG0031012	0.7931612
h1SMcG0000524	h1SMcG0006798	0.79316133
h1SMcG0005320	h1SMcG0002005	0.7931618
h1SMcG0006465	h1SMnG0002740	0.79316235
h1SMcG0013880	h1SMcG0015427	0.7931624
h1SMcG0013880	h1SMcG0011753	0.79316294
h1SMcG0021045	h1SMcG0008146	0.793163
h1SMcG0023128	h1SMcG0001109	0.7931639
