Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
HNF4_NKX_R2_MKRN250011214-1A_22MVT7LT4_L4_2 - illumina_universal_adapter	(1, 8.959250963615037e-06)	(2, 8.959250963615037e-06)	(3, 2.1278221038585715e-05)	(4, 3.359719111355639e-05)	(5, 3.919672296581579e-05)	(6, 4.4796254818075185e-05)	(7, 5.039578667033458e-05)	(8, 6.04749440044015e-05)	(9, 6.495456948620902e-05)	(10, 7.671358637595376e-05)	(12, 8.623279052479474e-05)	(14, 0.00010023162015544323)	(16, 0.00011311054341563984)	(18, 0.00012766932623151428)	(20, 0.00013606862400990336)	(22, 0.00015454707912235938)	(24, 0.00017358548742004134)	(26, 0.00020326300623701616)	(28, 0.00023294052505399096)	(30, 0.00026765762253799926)	(32, 0.00031805340920833383)	(34, 0.0003942070423990616)	(36, 0.0005375550578169022)	(38, 0.000790653897539027)	(40, 0.0012145384587550635)	(42, 0.001871363545025091)	(44, 0.002883198950728364)	(46, 0.0043077198539431556)	(48, 0.006389625796613199)	(50, 0.009240907415783685)	(52, 0.012765812716780976)	(54, 0.0169800203887914)	(56, 0.022214462764283485)	(58, 0.0287771140951315)	(60, 0.036666854474965)	(62, 0.04544076093427024)	(64, 0.05498796274237252)	(66, 0.06578554001308431)	(68, 0.07815882554702192)	(70, 0.09205518374477406)	(72, 0.1073721431734444)	(74, 0.12366566095714882)	(76, 0.14100013171218823)	(78, 0.15989743180719324)	(80, 0.18081728280723436)	(82, 0.20379720157572168)	(84, 0.22886574572510182)	(86, 0.2557989339812843)	(88, 0.28478771038043116)	(90, 0.316675924372678)	(92, 0.3507608347105662)	(94, 0.3879282873331232)	(96, 0.4273999473128849)	(98, 0.46999558611302217)	(100, 0.5161855644091247)	(102, 0.565495041900121)	(104, 0.6185494862939083)	(106, 0.6744468130090877)	(108, 0.7338113698471862)	(110, 0.7965059682778233)	(112, 0.863987606488957)	(114, 0.9355882603306127)	(116, 1.0118583637838676)	(118, 1.0932246011758635)	(120, 1.1805756182115545)	(122, 1.273083244129991)	(124, 1.3704551833684855)	(126, 1.4711465250889992)	(128, 1.574576597838453)	(130, 1.684156076468058)	(132, 1.7995254710328994)	(134, 1.9204462414760708)	(136, 2.04861112627651)	(138, 2.181298193000834)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_1 - illumina_universal_adapter	(1, 4.241504658508189e-06)	(2, 4.241504658508189e-06)	(3, 2.1207523292540944e-05)	(4, 2.5449027951049136e-05)	(5, 2.9690532609557324e-05)	(6, 3.393203726806551e-05)	(7, 3.393203726806551e-05)	(8, 4.241504658508189e-05)	(9, 5.513956056060646e-05)	(10, 6.786407453613102e-05)	(12, 8.695084549941787e-05)	(14, 9.967535947494244e-05)	(16, 0.0001187621304382293)	(18, 0.0001230036350967375)	(20, 0.00013360739674300796)	(22, 0.00015905642469405708)	(24, 0.00018026394798659803)	(26, 0.00018874695730361442)	(28, 0.00022267899457167992)	(30, 0.0002714562981445241)	(32, 0.00033507886802214694)	(34, 0.0003987014378997698)	(36, 0.00047292776942366307)	(38, 0.0006150181754836874)	(40, 0.0007783161048362527)	(42, 0.0010794629355903342)	(44, 0.0015227001724044398)	(46, 0.002222548441058291)	(48, 0.0031090229146865022)	(50, 0.004362387541275672)	(52, 0.00596143479753326)	(54, 0.007838300608923134)	(56, 0.010474395754185972)	(58, 0.013386188702251844)	(60, 0.017046607222544412)	(62, 0.021258421348443045)	(64, 0.02626127609315345)	(66, 0.03164374550480034)	(68, 0.03820535321151251)	(70, 0.045386220598366875)	(72, 0.05341326816459362)	(74, 0.06212319798084019)	(76, 0.07213102822259027)	(78, 0.08297867638672496)	(80, 0.09489094222014521)	(82, 0.10833863273994543)	(84, 0.12300151434440823)	(86, 0.13914256032236114)	(88, 0.15684660076697432)	(90, 0.17699798939954672)	(92, 0.1985405915601098)	(94, 0.22261749275413156)	(96, 0.249129017622137)	(98, 0.2780709246594676)	(100, 0.3091993273482592)	(102, 0.3432946625456773)	(104, 0.38104193325407093)	(106, 0.420470960559563)	(108, 0.463187153975399)	(110, 0.5098903617702326)	(112, 0.5606187574859907)	(114, 0.6162588155963011)	(116, 0.6764881817471173)	(118, 0.7418306817637652)	(120, 0.8113022865654709)	(122, 0.885944285545898)	(124, 0.9661002405823857)	(126, 1.0497321086865208)	(128, 1.1384707483995)	(130, 1.2335037810257052)	(132, 1.3349202781629654)	(134, 1.4443447360954889)	(136, 1.5608800765880013)	(138, 1.6840491303664207)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_2 - illumina_universal_adapter	(1, 4.241504658508189e-06)	(2, 1.2724513975524568e-05)	(3, 2.1207523292540944e-05)	(4, 2.5449027951049136e-05)	(5, 2.9690532609557324e-05)	(6, 3.393203726806551e-05)	(7, 3.393203726806551e-05)	(8, 3.81735419265737e-05)	(9, 5.089805590209827e-05)	(10, 6.150181754836874e-05)	(12, 6.998482686538512e-05)	(14, 7.84678361824015e-05)	(16, 9.755460714568835e-05)	(18, 0.00010179611180419654)	(20, 0.00011239987345046702)	(22, 0.00014633191071853252)	(24, 0.00018238470031585214)	(26, 0.00021207523292540945)	(28, 0.0002629732888275077)	(30, 0.00032023360171736827)	(32, 0.00037961466693648294)	(34, 0.00045384099846037623)	(36, 0.0005301880823135236)	(38, 0.0006574332220687692)	(40, 0.0008419386747138755)	(42, 0.0011579307717727357)	(44, 0.0016266170365378905)	(46, 0.002332827562179504)	(48, 0.0032214227881369696)	(50, 0.004479028919384648)	(52, 0.006069593166325218)	(54, 0.007921009949764043)	(56, 0.010516810800771055)	(58, 0.013473139547751263)	(60, 0.017089022269129492)	(62, 0.02124993833912603)	(64, 0.026231585560543894)	(66, 0.031563156916288686)	(68, 0.038084470328745026)	(70, 0.04525261320162387)	(72, 0.05319695142700971)	(74, 0.061851741682695666)	(76, 0.07177474183127558)	(78, 0.08243364303810666)	(80, 0.09423350899807643)	(82, 0.1075497128734629)	(84, 0.12209171159515822)	(86, 0.1380546143774538)	(88, 0.1556653417195798)	(90, 0.17557920609127575)	(92, 0.1968864047432916)	(94, 0.22071729866711987)	(96, 0.24686405413449364)	(98, 0.27534151641171756)	(100, 0.3059418517705249)	(102, 0.33949851587631247)	(104, 0.3765904741149666)	(106, 0.415512641613767)	(108, 0.45760109234014373)	(110, 0.5035175010208242)	(112, 0.5534463731084533)	(114, 0.6082805453336472)	(116, 0.6676361615248108)	(118, 0.7316086555367605)	(120, 0.7998311372165354)	(122, 0.8728295531417907)	(124, 0.9510450197970108)	(126, 1.0328191088607195)	(128, 1.1198399391870026)	(130, 1.2126419403628326)	(132, 1.3118380098113638)	(134, 1.4187324102150871)	(136, 1.532400493558448)	(138, 1.6524668866791687)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_1 - illumina_universal_adapter	(1, 0.00048126507262049315)	(2, 0.00048126507262049315)	(3, 0.00048126507262049315)	(4, 0.00048126507262049315)	(5, 0.00048126507262049315)	(6, 0.0004973072417078429)	(7, 0.0005133494107951926)	(8, 0.0005133494107951926)	(9, 0.0005293915798825424)	(10, 0.0005775180871445917)	(12, 0.0006096024253192913)	(14, 0.0006336656789503159)	(16, 0.0006416867634939908)	(18, 0.0006497078480376657)	(20, 0.0006657500171250155)	(22, 0.0007138765243870648)	(24, 0.0007539819471054392)	(26, 0.000770024116192789)	(28, 0.0008341927925421881)	(30, 0.0008823192998042374)	(32, 0.000986593398872011)	(34, 0.0011389940052018337)	(36, 0.001323478949706356)	(38, 0.0014277530487741296)	(40, 0.0015480693169292528)	(42, 0.0017646385996084749)	(44, 0.0019411024595693224)	(46, 0.0024704940394518647)	(48, 0.003352813339256102)	(50, 0.004451701921739561)	(52, 0.005887476055057366)	(54, 0.007363355611093546)	(56, 0.00952102735334209)	(58, 0.01199954247733763)	(60, 0.0156812202828844)	(62, 0.01978801556924594)	(64, 0.02415148556100508)	(66, 0.029597801966160325)	(68, 0.036191133461061085)	(70, 0.0438191848620959)	(72, 0.05288301039644852)	(74, 0.06206715219895627)	(76, 0.07234216149940378)	(78, 0.08506360158567217)	(80, 0.09879569832444357)	(82, 0.11517475296262769)	(84, 0.13301364498776064)	(86, 0.15142203401549448)	(88, 0.1738730496532405)	(90, 0.19865017980865224)	(92, 0.22458234613835312)	(94, 0.25264812095667155)	(96, 0.2813636036230276)	(98, 0.31259770683609767)	(100, 0.34672742156943426)	(102, 0.38252552188785527)	(104, 0.4210267276974947)	(106, 0.4627123040709731)	(108, 0.506210645551322)	(110, 0.5523559449310836)	(112, 0.6009556961812097)	(114, 0.6525553330506703)	(116, 0.7086547983491325)	(118, 0.7681150980713944)	(120, 0.8326367021407152)	(122, 0.9020431466971339)	(124, 0.9750590792982065)	(126, 1.0513155300549237)	(128, 1.1315745019989345)	(130, 1.2161648595965298)	(132, 1.3064261239665034)	(134, 1.4052378644600343)	(136, 1.5093194574987594)	(138, 1.6188152826044653)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_2 - illumina_universal_adapter	(1, 0.0004652229035331434)	(2, 0.0004652229035331434)	(3, 0.0004652229035331434)	(4, 0.0004652229035331434)	(5, 0.0004652229035331434)	(6, 0.00048126507262049315)	(7, 0.0004973072417078429)	(8, 0.0004973072417078429)	(9, 0.0005133494107951926)	(10, 0.0005213704953388675)	(12, 0.000561475918057242)	(14, 0.0005855391716882666)	(16, 0.0005935602562319415)	(18, 0.0006015813407756164)	(20, 0.0006256445944066411)	(22, 0.000697834355299715)	(24, 0.0007539819471054392)	(26, 0.0007620030316491141)	(28, 0.0007860662852801388)	(30, 0.0008502349616295379)	(32, 0.0010186777370467105)	(34, 0.0011470150897455087)	(36, 0.001339521118793706)	(38, 0.0014678584714925042)	(40, 0.0015801536551039524)	(42, 0.0017806807686958246)	(44, 0.0020052711359187215)	(46, 0.0025667470539759633)	(48, 0.0034731296074112256)	(50, 0.0046442079507877584)	(52, 0.006104045337736588)	(54, 0.007628051401034817)	(56, 0.00986593398872011)	(58, 0.012336428028171975)	(60, 0.015953937157369348)	(62, 0.020124901120080287)	(64, 0.024520455450014127)	(66, 0.0299587507706257)	(68, 0.03667239853368158)	(70, 0.04441274511832784)	(72, 0.053380317638156365)	(74, 0.06266873353973187)	(76, 0.07304801693924719)	(78, 0.08576945702551556)	(80, 0.09966197545516045)	(82, 0.11624155720693644)	(84, 0.13412055465478778)	(86, 0.15256102802069632)	(88, 0.17495589606663658)	(90, 0.19965281537661156)	(92, 0.2254807076072447)	(94, 0.25357856676373786)	(96, 0.2823020705146376)	(98, 0.3134720050513582)	(100, 0.34760171978469484)	(102, 0.38356024179398934)	(104, 0.42217374278724024)	(106, 0.46411599386611624)	(108, 0.5076544407691835)	(110, 0.5541366256997795)	(112, 0.6029529462325849)	(114, 0.6547932156383556)	(116, 0.7109728917822545)	(118, 0.7701925589682062)	(120, 0.834762289544789)	(122, 0.9042730082002757)	(124, 0.9773370673086101)	(126, 1.0537860240943755)	(128, 1.1343578183355896)	(130, 1.2192850614840194)	(132, 1.309442051754925)	(134, 1.4081655603184755)	(136, 1.5127043551761903)	(138, 1.6225210236636431)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_1 - illumina_universal_adapter	(1, 0.0002559639257914775)	(2, 0.00026943571135945)	(3, 0.0002896433897114088)	(4, 0.0002896433897114088)	(5, 0.0002896433897114088)	(6, 0.000296379282495395)	(7, 0.000296379282495395)	(8, 0.00030311517527938125)	(9, 0.0003098510680633675)	(10, 0.00032332285363134)	(12, 0.00035026642476728505)	(14, 0.00037047410311924375)	(16, 0.00037720999590323)	(18, 0.00038057794229522313)	(20, 0.00039404972786319565)	(22, 0.00041088945982316127)	(24, 0.00044456892374309255)	(26, 0.00048161633405501686)	(28, 0.0005253996371509275)	(30, 0.0005624470474628519)	(32, 0.00075441999180646)	(34, 0.0009531288289340543)	(36, 0.0010070159712059444)	(38, 0.0011114223093577312)	(40, 0.0012865555217413736)	(42, 0.001539151501140858)	(44, 0.0017782756949723702)	(46, 0.0022228446187154624)	(48, 0.0029166415754660465)	(50, 0.004017960045647798)	(52, 0.0053718744952290344)	(54, 0.00696154519224979)	(56, 0.008753292672790132)	(58, 0.011302828091528928)	(60, 0.014569736091762259)	(62, 0.017843379984779577)	(64, 0.021915227172699267)	(66, 0.026633720067881634)	(68, 0.032581513396141494)	(70, 0.039512747070863344)	(72, 0.04775747983846251)	(74, 0.05700922857726763)	(76, 0.06720737025222281)	(78, 0.07920736324689431)	(80, 0.09284754613446647)	(82, 0.10801340873761152)	(84, 0.12523371863987237)	(86, 0.14392245316904223)	(88, 0.1635239011704422)	(90, 0.18602178306895628)	(92, 0.21081997235320166)	(94, 0.237103425996316)	(96, 0.2651281079240908)	(98, 0.2951196705447896)	(100, 0.3273980687656517)	(102, 0.3622899933867005)	(104, 0.39966746244504014)	(106, 0.43852009202307285)	(108, 0.4799087852342764)	(110, 0.5237426075260669)	(112, 0.5707288276407629)	(114, 0.6214366285186115)	(116, 0.6753473464152455)	(118, 0.7308073196521963)	(120, 0.789756485351252)	(122, 0.8550710697311745)	(124, 0.9243227834433372)	(126, 0.996400204178382)	(128, 1.0723036120147311)	(130, 1.1538988492535487)	(132, 1.2406571483112914)	(134, 1.3346767397901718)	(136, 1.4341692441560405)	(138, 1.5388450180191868)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_2 - illumina_universal_adapter	(1, 0.00026269981857546373)	(2, 0.00027617160414343626)	(3, 0.000296379282495395)	(4, 0.000296379282495395)	(5, 0.000296379282495395)	(6, 0.00030311517527938125)	(7, 0.00030311517527938125)	(8, 0.0003098510680633675)	(9, 0.00031658696084735377)	(10, 0.0003367946391993125)	(12, 0.0003671061567272506)	(14, 0.0003906817814712025)	(16, 0.00039741767425518874)	(18, 0.0004007856206471819)	(20, 0.0004176253526071475)	(22, 0.00043783303095910626)	(24, 0.0004681445484870444)	(26, 0.0005018240124069756)	(28, 0.0005456073155028862)	(30, 0.0005994944577747763)	(32, 0.0008689301691342262)	(34, 0.0010440633815178688)	(36, 0.001104686416573745)	(38, 0.0012259324866854976)	(40, 0.0013673862351492086)	(42, 0.001613246321764707)	(44, 0.001862474354772198)	(46, 0.002323883010475256)	(48, 0.003010944074441854)	(50, 0.004098790759055633)	(52, 0.005476280833380821)	(54, 0.007065951530401576)	(56, 0.00884759517176594)	(58, 0.011434178000816659)	(60, 0.014728029572185936)	(62, 0.018011777304379233)	(64, 0.022076888599514934)	(66, 0.0268459006905772)	(68, 0.032824005536365)	(70, 0.03982259813892671)	(72, 0.048094274477661826)	(74, 0.057386438573170856)	(76, 0.0675037495347182)	(78, 0.07945322333350982)	(80, 0.09291827300869833)	(82, 0.10805719204070743)	(84, 0.12519667122956044)	(86, 0.14375405584944256)	(88, 0.16325783340547473)	(90, 0.18548291164623737)	(92, 0.21018679843150695)	(94, 0.23634563805811754)	(96, 0.26432316873640443)	(98, 0.29424737242926335)	(100, 0.32639105279444575)	(102, 0.3611516275062068)	(104, 0.39819566987173916)	(106, 0.436984308468324)	(108, 0.47838647346509544)	(110, 0.5219373882599585)	(112, 0.5686676444488632)	(114, 0.6190319147947283)	(116, 0.6724138651078194)	(118, 0.7276414500437227)	(120, 0.7857957803942679)	(122, 0.850426671656616)	(124, 0.9188633423419164)	(126, 0.9898832279098755)	(128, 1.0646112224554187)	(130, 1.144859281137439)	(132, 1.2303108169950887)	(134, 1.3228586159006677)	(136, 1.4212834812602748)	(138, 1.52458850094188)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_1 - illumina_universal_adapter	(1, 0.00019789227762138006)	(2, 0.00019789227762138006)	(3, 0.00019789227762138006)	(4, 0.00019789227762138006)	(5, 0.00019789227762138006)	(6, 0.00022616260299586293)	(7, 0.00022616260299586293)	(8, 0.0002968384164320701)	(9, 0.0002968384164320701)	(10, 0.0003109735791193115)	(12, 0.00036044664852465655)	(14, 0.00040991971793000154)	(16, 0.00044525762464810517)	(18, 0.00046646036867896727)	(20, 0.0005017982753970708)	(22, 0.0005159334380843123)	(24, 0.0005442037634587951)	(26, 0.0005795416701768987)	(28, 0.000650217483613106)	(30, 0.0007279608783929338)	(32, 0.0008905152492962103)	(34, 0.0011378805963229354)	(36, 0.0012580294791644875)	(38, 0.001569003058283799)	(40, 0.001865841474715869)	(42, 0.0021768150538351806)	(44, 0.002713951235950355)	(46, 0.003399506626281565)	(48, 0.004381900433044844)	(50, 0.005675267818927436)	(52, 0.007491636224237959)	(54, 0.00956950513926245)	(56, 0.012467213490146943)	(58, 0.015612287188058162)	(60, 0.019725619530045417)	(62, 0.025584644463906993)	(64, 0.03212922478809978)	(66, 0.039387630827998246)	(68, 0.048412932203801905)	(70, 0.0580672483191878)	(72, 0.06897959391373819)	(74, 0.08179311888972254)	(76, 0.09660676938595157)	(78, 0.11248762466506732)	(80, 0.13007883462933928)	(82, 0.14968430527654314)	(84, 0.1714383206522077)	(86, 0.19522073187349143)	(88, 0.2215474723784786)	(90, 0.24981073017161784)	(92, 0.28080207436339466)	(94, 0.31524946583220204)	(96, 0.3500290336241596)	(98, 0.3885826898536106)	(100, 0.4287194843040326)	(102, 0.4721356364978947)	(104, 0.5183505509038306)	(106, 0.567088591849439)	(108, 0.6190565174690822)	(110, 0.6757173171008894)	(112, 0.7358624343351017)	(114, 0.7999088564709926)	(116, 0.8702171556773315)	(118, 0.9448790849913409)	(120, 1.0233151027428433)	(122, 1.1077797673804546)	(124, 1.200308542331137)	(126, 1.2975937995260765)	(128, 1.4011621365354943)	(130, 1.5110276885220784)	(132, 1.6282647278500586)	(134, 1.7549652585971471)	(136, 1.8913766461103707)	(138, 2.036170185097128)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_2 - illumina_universal_adapter	(1, 0.00019789227762138006)	(2, 0.00019789227762138006)	(3, 0.00019789227762138006)	(4, 0.00019789227762138006)	(5, 0.00019789227762138006)	(6, 0.00022616260299586293)	(7, 0.00022616260299586293)	(8, 0.0002544329283703458)	(9, 0.0002544329283703458)	(10, 0.0002685680910575872)	(12, 0.00031804116046293225)	(14, 0.00036044664852465655)	(16, 0.0003887169738991394)	(18, 0.0003957845552427601)	(20, 0.0004169872992736222)	(22, 0.00043819004330448443)	(24, 0.000473527950022588)	(26, 0.0004947306940534501)	(28, 0.0005230010194279329)	(30, 0.0005724740888332781)	(32, 0.0007350284597365545)	(34, 0.0009823938067632797)	(36, 0.001095475108261211)	(38, 0.0013287052926006947)	(40, 0.0016396788717200062)	(42, 0.001985990357557421)	(44, 0.0025372617023598372)	(46, 0.0032722901620963916)	(48, 0.0042476163875160506)	(50, 0.0055197810293677796)	(52, 0.007392690085427269)	(54, 0.009626045790011415)	(56, 0.012495483815521426)	(58, 0.015654692676119887)	(60, 0.01991644422632318)	(62, 0.025839077392277338)	(64, 0.032461401111249955)	(66, 0.03978341538324101)	(68, 0.04887232499113725)	(70, 0.05871746580280091)	(72, 0.06977823060556733)	(74, 0.08275430995245497)	(76, 0.0976739741688383)	(78, 0.11361137009870301)	(80, 0.13130859378312928)	(82, 0.15105541605720557)	(84, 0.17300732371049152)	(86, 0.19696642446536575)	(88, 0.2237313550136574)	(90, 0.2521147616896382)	(92, 0.2830919707187278)	(94, 0.3175464297688788)	(96, 0.352686444209361)	(98, 0.3915157361112132)	(100, 0.43200590962881624)	(102, 0.47559875135626883)	(104, 0.5222377206428219)	(106, 0.5710888428899283)	(108, 0.6233324041819728)	(110, 0.6800214741391545)	(112, 0.7404563622084552)	(114, 0.8047148117846548)	(116, 0.8753482197328002)	(118, 0.9505614203916118)	(120, 1.0296335204640403)	(122, 1.11438795593674)	(124, 1.2074538670695376)	(126, 1.3052479901212175)	(128, 1.4092474495925962)	(130, 1.5193532993448635)	(132, 1.6372405561564571)	(134, 1.7642096549946031)	(136, 1.900932016086946)	(138, 2.046495921440158)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_1 - illumina_universal_adapter	(1, 0.00016360528854701174)	(2, 0.00016360528854701174)	(3, 0.00017572419880975334)	(4, 0.00018784310907249497)	(5, 0.00019996201933523657)	(6, 0.00020602147446660739)	(7, 0.00021208092959797817)	(8, 0.0002423782052548322)	(9, 0.0002544971155175738)	(10, 0.00027267548091168623)	(12, 0.00028176466360874244)	(14, 0.0003120619392655965)	(16, 0.00033327003222539427)	(18, 0.0003362997597910797)	(20, 0.0003544781251851921)	(22, 0.0003968943111047877)	(24, 0.0004453699521557542)	(26, 0.0004696077726812374)	(28, 0.0005059645034694623)	(30, 0.0005574698720861142)	(32, 0.0006816887022792156)	(34, 0.0008513534459575981)	(36, 0.0010210181896359808)	(38, 0.001227039664102588)	(40, 0.0014875962347515328)	(42, 0.0018390446323710394)	(44, 0.0022298794883444566)	(46, 0.0027358439918139183)	(48, 0.003635673078822483)	(50, 0.0050081396660779706)	(52, 0.006729024923387279)	(54, 0.008880131495023915)	(56, 0.011388745919411428)	(58, 0.014745684062190855)	(60, 0.019247859224799362)	(62, 0.02481043903539776)	(64, 0.030633575416645104)	(66, 0.0373807787054265)	(68, 0.0455368053122516)	(70, 0.05516830924356549)	(72, 0.06611471493838686)	(74, 0.07812152528119812)	(76, 0.0913008401919296)	(78, 0.10650098338897326)	(80, 0.12344019020872037)	(82, 0.1420245390966346)	(84, 0.16347198053412157)	(86, 0.18694933944061776)	(88, 0.21158708400477144)	(90, 0.23869405653495873)	(92, 0.2682490489382199)	(94, 0.3005247366954664)	(96, 0.3341032073059578)	(98, 0.37004486541768367)	(100, 0.4086496540596471)	(102, 0.45104463188628297)	(104, 0.4962148401630866)	(106, 0.5429998932324006)	(108, 0.5934297085632341)	(110, 0.6465802192480532)	(112, 0.7043722725635022)	(114, 0.7659575447911894)	(116, 0.8333023291212445)	(118, 0.9046554430207014)	(120, 0.9807803778361128)	(122, 1.062801162494348)	(124, 1.1517842610985283)	(126, 1.245308921323671)	(128, 1.3435751051891114)	(130, 1.449600421350272)	(132, 1.5631091645986754)	(134, 1.6856313473549933)	(136, 1.8171003156127798)	(138, 1.955192268329155)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_2 - illumina_universal_adapter	(1, 0.00017572419880975334)	(2, 0.00017572419880975334)	(3, 0.00018784310907249497)	(4, 0.00020602147446660739)	(5, 0.000218140384729349)	(6, 0.0002241998398607198)	(7, 0.0002302592949920906)	(8, 0.0002302592949920906)	(9, 0.0002423782052548322)	(10, 0.0002544971155175738)	(12, 0.00025752684308325924)	(14, 0.00029388357387148407)	(16, 0.0003362997597910797)	(18, 0.0003423592149224505)	(20, 0.0003605375803165629)	(22, 0.00039386458353910236)	(24, 0.00043022131432732713)	(26, 0.0004574888624184958)	(28, 0.0005089942310351476)	(30, 0.0005756482374802265)	(32, 0.0007089562503703842)	(34, 0.000872561538917396)	(36, 0.0010179884620702953)	(38, 0.0011937126608800486)	(40, 0.001466388141791735)	(42, 0.0018632824528965225)	(44, 0.002266236219132681)	(46, 0.0028206763636531096)	(48, 0.0037326243609244157)	(50, 0.005105090948179903)	(52, 0.006856273481146065)	(54, 0.009034647600873871)	(56, 0.01155235120795844)	(58, 0.01495170553665746)	(60, 0.019472059064660083)	(62, 0.02502857942012711)	(64, 0.030863834711637197)	(66, 0.03769587037225778)	(68, 0.04593369962335639)	(70, 0.05559247110276146)	(72, 0.06661764971429063)	(74, 0.07867899515328422)	(76, 0.09195223161855197)	(78, 0.10703724516809959)	(80, 0.12400674926350352)	(82, 0.14253050360010405)	(84, 0.16396885585489399)	(86, 0.1873553229344196)	(88, 0.21216576196981737)	(90, 0.23948481542960265)	(92, 0.2690882834739147)	(94, 0.30152454679214263)	(96, 0.3354574955278191)	(98, 0.3713749158190196)	(100, 0.4098918423615781)	(102, 0.45218077972341497)	(104, 0.49729342317647063)	(106, 0.5442390518067659)	(108, 0.5945900942208916)	(110, 0.6474588402421019)	(112, 0.7051024369068324)	(114, 0.7665119849357098)	(116, 0.8335871235124189)	(118, 0.9047099781168837)	(120, 0.9802138187813296)	(122, 1.0615165580064976)	(124, 1.1496998085333368)	(126, 1.242188301931015)	(128, 1.339294100138798)	(130, 1.444101465818553)	(132, 1.5563377234893687)	(134, 1.6777692043220398)	(136, 1.80825957057611)	(138, 1.945339594285546)
HNF4_R3_MKRN250011217-1A_22MVT7LT4_L4_1 - illumina_universal_adapter	(1, 1.719164580567896e-05)	(2, 2.1489557257098698e-05)	(3, 3.868120306277766e-05)	(4, 5.1574937417036876e-05)	(5, 5.1574937417036876e-05)	(6, 6.0170760319876355e-05)	(7, 6.0170760319876355e-05)	(8, 6.0170760319876355e-05)	(9, 6.44686717712961e-05)	(10, 8.595822902839479e-05)	(12, 9.885196338265401e-05)	(14, 0.00010959674201120336)	(16, 0.00012034152063975271)	(18, 0.00013323525499401193)	(20, 0.0001633206351539501)	(22, 0.00019125705958817843)	(24, 0.0002062997496681475)	(26, 0.00023208721837666594)	(28, 0.000264321554262314)	(30, 0.00030515171305080154)	(32, 0.00033093918175932)	(34, 0.0003739182962735174)	(36, 0.00042979114514197397)	(38, 0.0005050045955418195)	(40, 0.0006210482047301524)	(42, 0.0007736240612555532)	(44, 0.0009799238109237008)	(46, 0.0012678838781688233)	(48, 0.0017406541378249946)	(50, 0.002391787722715085)	(52, 0.0032857533046103914)	(54, 0.0043989123705281035)	(56, 0.0057140732746625445)	(58, 0.007540685641515934)	(60, 0.009451107281672009)	(62, 0.011520551645530612)	(64, 0.014127234940816684)	(66, 0.017002537701816492)	(68, 0.020614932276734783)	(70, 0.02459479828074946)	(72, 0.029083966791757378)	(74, 0.03400722435935869)	(76, 0.039237782595736515)	(78, 0.04520543264603282)	(80, 0.05202192020798453)	(82, 0.059356306099832314)	(84, 0.06760614713083252)	(86, 0.07641686560624297)	(88, 0.08592384573678344)	(90, 0.09640215385534476)	(92, 0.10852226414834842)	(94, 0.12187157711645814)	(96, 0.13615783478097737)	(98, 0.15172916796947108)	(100, 0.16925390191263506)	(102, 0.18830869233250447)	(104, 0.20925241483527288)	(106, 0.23165312932007254)	(108, 0.2564864616863758)	(110, 0.2830647461019555)	(112, 0.312421630270878)	(114, 0.3435922330722997)	(116, 0.3781775265218743)	(118, 0.415865912039374)	(120, 0.4562318963911082)	(122, 0.4990047111556375)	(124, 0.5449472356155888)	(126, 0.5935286777067119)	(128, 0.6446802708457838)	(130, 0.6997257717598422)	(132, 0.7577647679998143)	(134, 0.8201038246469319)	(136, 0.8868417936645776)	(138, 0.9578669293550146)
